Store Name,Address,Contact,Latitude,Longitude,Store URL,formatted_address,street_number,route,locality,admin_area_3,admin_area_2,admin_area_1,country,country_code,postal_code,latitude,longitude
Padova Mazzini,"Piazzale Mazzini, 10, 35137 Padova , PD","049 7300419, ",45.41378,11.87337,https://www.pampanorama.it/punti-vendita/padova-mazzini,"Piazzale Mazzini, 9, 35137 Padova PD, Italy",9,Piazzale Mazzini,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35137,45.4137582,11.8733532
Padova Piazza delle Erbe,"Piazza delle Erbe, 19, 35122 Padova , PD",", ",45.4075012,11.8752003,https://www.pampanorama.it/punti-vendita/pam-erbe,"Sotto Il Salone, 8, 35122 Padova PD, Italy",8,Sotto Il Salone,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35122,45.4074506,11.8752281
Padova Garzeria,"P.tta Garzeria, 3, 35122 Padova , PD","049/657006, ",45.4075012,11.8774004,https://www.pampanorama.it/punti-vendita/padova-garzeria,"P.za della Garzeria, 2, 35121 Padova PD, Italy",2,Piazzetta della Garzeria,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35121,45.4075332,11.8773399
Padova San Francesco 32/B,"Via San Francesco, 32/B, 35121 Padova , PD",", ",45.4058991,11.8786001,https://www.pampanorama.it/punti-vendita/padova-sanfrancesco32,"Via S. Francesco, 28, 35123 Padova PD, Italy",28,Via San Francesco,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35123,45.405947,11.878636
Padova San Francesco,"Via San Francesco, 181, 35121 Padova , PD","049 7446211, ",45.4021988,11.8834,https://www.pampanorama.it/punti-vendita/padova-sanfrancesco,"Via S. Francesco, 234, 35121 Padova PD, Italy",234,Via San Francesco,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35121,45.4022015,11.8833677
Padova Altinate,"Via Altinate, 121, 35121 Padova , PD","049.9863591, ",45.4076996,11.8835001,https://www.pampanorama.it/punti-vendita/padova-altinate,"Via Altinate, 119, 35121 Padova PD, Italy",119,Via Altinate,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35121,45.4077117,11.8835056
Padova Scrovegni,"Via Enrico degli Scrovegni 20/22/24 – 35131 Padova (PD), Padova , PD",", pamlocal2022@pamfranchising.it",45.412617,11.885856,https://www.pampanorama.it/punti-vendita/padova-scrovegni,"Via Enrico degli Scrovegni, 22, 35131 Padova PD, Italy",22,Via Enrico degli Scrovegni,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35131,45.4125939,11.8858515
Padova Portello,"Via del Portello, 13, 35129 Padova , PD","049 9863554, ",45.4077988,11.8920002,https://www.pampanorama.it/punti-vendita/padova-portello,"Via del Portello, 10, 35129 Padova PD, Italy",10,Via del Portello,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35129,45.4077291,11.8920358
Padova San Carlo,"Galleria San Carlo, 15 (zona Arcella), 35133 Padova , PD","049/8644761, ",45.4300995,11.8900003,https://www.pampanorama.it/punti-vendita/padova-san-carlo,"Via Antonio Zanchi, 11, 35133 Padova PD, Italy",11,Via Antonio Zanchi,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35133,45.4301206,11.8899725
Padova Grassi,"Via Maroncelli, 25 - ang. via A. Grassi, 35129 Padova , PD","0497300406, ",45.414148,11.902386,https://www.pampanorama.it/punti-vendita/padova-grassi,"Via Pietro Maroncelli, 23, 35129 Padova PD, Italy",23,Via Pietro Maroncelli,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35129,45.4139066,11.9022193
Enrico degli Scrovegni,"Via Enrico degli Scrovegni 20,22,24 35131 Padova, Padova , PD","3426160172, pamlocal2022@pamfranchising.it",45.435418,11.950242,https://www.pampanorama.it/punti-vendita/pam-local-enrico-degli-scrovegni,"Via Germania, 17, 35010 Vigonza PD, Italy",17,Via Germania,,Vigonza,Provincia di Padova,Veneto,Italy,IT,35010,45.4353929,11.9500734
Livorno Corea,"P.zza Saragat, 10/2, 57121 Livorno , LI","0586/423481, ",43.5634995,10.3262997,https://www.pampanorama.it/punti-vendita/livorno-corea,"Piazza Giuseppe Saragat, 10, 57121 Livorno LI, Italy",10,Piazza Giuseppe Saragat,Livorno,Livorno,Provincia di Livorno,Toscana,Italy,IT,57121,43.5634995,10.3261986
Livorno,"Piazza Grande, 33/37, 57123 Livorno , LI","02/55196003, ",43.5503998,10.3066998,https://www.pampanorama.it/punti-vendita/pam-local-livorno,"Via Fiume, 71, 57123 Livorno LI, Italy",71,Via Fiume,Livorno,Livorno,Provincia di Livorno,Toscana,Italy,IT,57123,43.5504891,10.3065779
Livorno Capuccini,"Borgo Cappuccini 24, Livorno, Livorno , LI",", ",43.54595214124554,10.304985328836148,https://www.pampanorama.it/punti-vendita/pam-local-livorno-capiccini,"Borgo dei Cappuccini, 22, 57126 Livorno LI, Italy",22,Borgo dei Cappuccini,Livorno,Livorno,Provincia di Livorno,Toscana,Italy,IT,57126,43.5459694,10.3049519
Livorno Corso Amedeo,"Corso Amedeo, 227, 57125 Livorno , LI",", ",43.548544,10.317191,https://www.pampanorama.it/punti-vendita/pam-local-livorno-corso-amedeo,"Corso Amedeo, 227, 57125 Livorno LI, Italy",227,Corso Amedeo,Livorno,Livorno,Provincia di Livorno,Toscana,Italy,IT,57125,43.5485443,10.3172037
Livorno Roma,"Via del Bosco - ang. Via Roma, 57126 Livorno , LI","0586/808306, ",43.542099,10.3132,https://www.pampanorama.it/punti-vendita/livorno-roma,"Via Roma, 43, 57126 Livorno LI, Italy",43,Via Roma,Livorno,Livorno,Provincia di Livorno,Toscana,Italy,IT,57126,43.5421077,10.3132201
Spinea,"Via delle Industrie, 10/B, 30038 Venezia , VE","041/5413761, ",45.4931984,12.1455002,https://www.pampanorama.it/punti-vendita/spinea,"Via delle Industrie, 12, 30038 Spinea VE, Italy",12,Via delle Industrie,Spinea,Spinea,Città Metropolitana di Venezia,Veneto,Italy,IT,30038,45.4931815,12.1453891
Oriago,"Via Venezia 216, Oriago , VE","0418944714, ",45.453454,12.177968,https://www.pampanorama.it/punti-vendita/pam-oriago,"Oriago Romagna, 30034 Oriago VE, Italy",,,Oriago,Mira,Città Metropolitana di Venezia,Veneto,Italy,IT,30034,45.453426,12.177616
Marghera,"Via S. Orsato, 13, 30100 Venezia , VE","041/2584211, ",45.4693985,12.2400999,https://www.pampanorama.it/punti-vendita/panorama-marghera,"F69R+Q2 Venice, Metropolitan City of Venice, Italy",,,Venice,Venice,Metropolitan City of Venice,Veneto,Italy,IT,,45.4693985,12.2400999
Mestre Popolo,"C.so del Popolo, 209, 30172 Venezia , VE","041/5310448, ",45.4833984,12.2405005,https://www.pampanorama.it/punti-vendita/mestre-popolo,"Corso del Popolo, 116, 30172 Venezia VE, Italy",116,Corso del Popolo,Venezia,Venezia,Città Metropolitana di Venezia,Veneto,Italy,IT,30172,45.4834118,12.2405181
Mestre local Popolo,"Corso del popolo 54/B, 30172 Mestre , VE","0419654617, ",45.488219,12.243083,https://www.pampanorama.it/punti-vendita/mestre-local-popolo,"Corso del Popolo, 54B, 30172 Venezia VE, Italy",54B,Corso del Popolo,Venezia,Venezia,Città Metropolitana di Venezia,Veneto,Italy,IT,30172,45.4882961,12.2430038
Mestre Barche,"P.zza XXVII ottobre, 1, 30172 Venezia , VE","041/956670, ",45.4920006,12.2428999,https://www.pampanorama.it/punti-vendita/mestre-barche,"Galleria Teatro Vecchio, 5, 30172 Venezia VE, Italy",5,Galleria Teatro Vecchio,Venezia,Venezia,Città Metropolitana di Venezia,Veneto,Italy,IT,30172,45.4919452,12.242777
Mestre local Garibaldi,"Viale Garibaldi, 61/b, 30170 Mestre , VE","0415349291, ",45.4995995,12.2442999,https://www.pampanorama.it/punti-vendita/mestre-local-garibaldi,"Via Santa Maria dei Battuti, 5, 30173 Venezia VE, Italy",5,Via Santa Maria dei Battuti,Venezia,Venezia,Città Metropolitana di Venezia,Veneto,Italy,IT,30173,45.4995214,12.2442367
Vicenza Trento,"Viale Trento - ang. Via Pecori Giraldi, 36100 Vicenza , VI","0444/288396, ",45.5551987,11.5222998,https://www.pampanorama.it/punti-vendita/vicenza-trento,"Via Brigata Liguria, 6, 36100 Vicenza VI, Italy",6,Via Brigata Liguria,Vicenza,Vicenza,Provincia di Vicenza,Veneto,Italy,IT,36100,45.55510810000001,11.5221858
Lucca San Paolino,"Via San Paolino 16/18, 55100 Lucca , LU",", ",43.8428993,10.5017996,https://www.pampanorama.it/punti-vendita/lucca-paolino,"Via S. Paolino, 16, 55100 Lucca LU, Italy",16,Via San Paolino,Lucca,Lucca,Provincia di Lucca,Toscana,Italy,IT,55100,43.8429592,10.5018418
Viareggio Risorgimento,"Largo Risorgimento, 13, 55049 Viareggio , LU","0584/1760181, ",43.868415,10.257329,https://www.pampanorama.it/punti-vendita/pam-viareggio-risorgimento-1,"Largo Risorgimento, 13, 55049 Viareggio LU, Italy",13,Largo Risorgimento,Viareggio,Viareggio,Provincia di Lucca,Toscana,Italy,IT,55049,43.8685072,10.2573483
Treviso,"Via Zorzetto, 12, 31100 Treviso , TV","0422/583913, ",45.6638985,12.2449999,https://www.pampanorama.it/punti-vendita/treviso,"Corso del Popolo, 48, 31100 Treviso TV, Italy",48,Corso del Popolo,Treviso,Treviso,Provincia di Treviso,Veneto,Italy,IT,31100,45.6638919,12.2451105
Treviso,"Viale della Repubblica, 11, 31100 Treviso , TV","0422/214511, ",45.6687012,12.2248001,https://www.pampanorama.it/punti-vendita/panorama-treviso,"Vicolo XXIV Maggio, 4-6, 31100 Treviso TV, Italy",4-6,Vicolo XXIV Maggio,Treviso,Treviso,Provincia di Treviso,Veneto,Italy,IT,31100,45.6685955,12.2252726
Pontedera,"Via del Gelso, 6A, 56025 Pontedera , PI","0587/21061, ",43.6624985,10.6364002,https://www.pampanorama.it/punti-vendita/panorama-pontedera,"Piazza Caduti Divisione Acqui Cefalonia e Corfu, 40, 56025 Pontedera PI, Italy",40,Piazza Caduti Divisione Acqui Cefalonia e Corfu,Pontedera,Pontedera,Provincia di Pisa,Toscana,Italy,IT,56025,43.66228479999999,10.6364132
Fornacette,"P.zza Kolbe, 2-15 Loc. Fornacette, 56012 Calcinaia , PI","0587/422240, ",43.6706009,10.5811997,https://www.pampanorama.it/punti-vendita/fornacette,"Via Tosco Romagnola Ovest, 169, 56012 Fornacette PI, Italy",169,Via Tosco Romagnola Ovest,Fornacette,Calcinaia,Provincia di Pisa,Toscana,Italy,IT,56012,43.6705692,10.581188
Perugia Olmo,"Str. Fontana La Trinità , 2/A - Loc.Olmo, 06074 Perugia , PG","0755171700, ",43.10896,12.329604,https://www.pampanorama.it/punti-vendita/perugia-olmo,"Str. Fontana la Trinità, 36, 06132 Perugia PG, Italy",36,Strada Fontana la Trinità,Perugia,Perugia,Provincia di Perugia,Umbria,Italy,IT,06132,43.1091578,12.3293023
Perugia San Marco,"Str. Com. Perugia S. Marco, 85/A, 6100 Perugia , PG","0755/848579, ",43.129083,12.364311,https://www.pampanorama.it/punti-vendita/perugia-san-marco,"Str. Perugia - S. Marco, 85, 06125 Perugia PG, Italy",85,Strada Perugia - San Marco,Perugia,Perugia,Provincia di Perugia,Umbria,Italy,IT,06125,43.1290353,12.3641926
Baglioni,"Via Baglioni, 7, 06121 Perugia , PG","0754659610, ",43.11031,12.38934,https://www.pampanorama.it/punti-vendita/perugia-baglioni,"Via Baglioni, 7, 06121 Perugia PG, Italy",7,Via Baglioni,Perugia,Perugia,Provincia di Perugia,Umbria,Italy,IT,06121,43.1102837,12.3892917
Marconi,"Via Guglielmo Marconi, 16, 06121 Perugia , PG","0755727456, ",43.1074,12.39017,https://www.pampanorama.it/punti-vendita/perugia-marconi,"Via Guglielmo Marconi, 14, 06121 Perugia PG, Italy",14,Via Guglielmo Marconi,Perugia,Perugia,Provincia di Perugia,Umbria,Italy,IT,06121,43.107392,12.3902107
Pisa San Lorenzo,"Via San Lorenzo, 77, 56127 Pisa , PI",", ",43.71965,10.40261,https://www.pampanorama.it/punti-vendita/pam-san-lorenzo,"Via S. Lorenzo, 77/A, 56127 Pisa PI, Italy",77/A,Via San Lorenzo,Pisa,Pisa,Provincia di Pisa,Toscana,Italy,IT,56127,43.71962449999999,10.4025419
Pisa Santa Maria,"Via Santa Maria, 84, 56126 Pisa , PI","050 9910587, ",43.72059,10.39713,https://www.pampanorama.it/punti-vendita/pisa-santa-maria,"Via Santa Maria, 80, 56126 Pisa PI, Italy",80,Via Santa Maria,Pisa,Pisa,Provincia di Pisa,Toscana,Italy,IT,56126,43.7205588,10.3971692
Pisa Borgo Stretto,"Borgo Stretto, 40, 56127 Pisa , PI","050/8933397, ",43.717617,10.402306,https://www.pampanorama.it/punti-vendita/pisa-borgo-stretto,"Largo Ciro Menotti, 40, 56127 Pisa PI, Italy",40,Largo Ciro Menotti,Pisa,Pisa,Provincia di Pisa,Toscana,Italy,IT,56127,43.7176074,10.4022866
Pisa Cascine,"V.le delle Cascine, 1, 56122 Pisa , PI","050/562255, ",43.7246018,10.3895998,https://www.pampanorama.it/punti-vendita/pisa-cascine,"Viale delle Cascine, 10, 56122 Pisa PI, Italy",10,Viale delle Cascine,Pisa,Pisa,Provincia di Pisa,Toscana,Italy,IT,56122,43.7246313,10.3899178
Gubbio,"Via Giotto, 9, 06024 Gubbio , PG","0759/220223, ",43.3562012,12.5637999,https://www.pampanorama.it/punti-vendita/gubbio,"Via Giotto, 5, 06024 Gubbio PG, Italy",5,Via Giotto,Gubbio,Gubbio,Provincia di Perugia,Umbria,Italy,IT,06024,43.3562618,12.5638566
Chiusi,"Loc. Querce al Pino, 53043 Chiusi , SI","0578/274611, ",43.0149994,11.9068003,https://www.pampanorama.it/punti-vendita/chiusi,"Querce Al Pino Km. 0,115, 53043 Chiusi SI, Italy",,,,Chiusi,Provincia di Siena,Toscana,Italy,IT,53043,43.0150102,11.9067974
Castrette,"Via della Cartiera, 5 (Castrette), 31020 Villorba , TV","0422/920511, ",45.7308006,12.2605,https://www.pampanorama.it/punti-vendita/panorama-castrette,"di, Via A. Meucci, 25, 31020 Villorba TV, Italy",25,Via A. Meucci,Lancenigo,Villorba,Provincia di Treviso,Veneto,Italy,IT,31020,45.7307784,12.2604653
Agliana,"Via della Libertà, 53, 51031 Agliana , PT","05741940457, ",43.903166,11.009776,https://www.pampanorama.it/punti-vendita/pam-agliana,"Via della Libertà, 51C, 51031 Agliana PT, Italy",51C,Via della Libertà,Agliana,Agliana,Provincia di Pistoia,Toscana,Italy,IT,51031,43.9032601,11.0097543
Quarrata,"Via Statale, 173, 51039 Quarrata , PT","0573/717186, ",43.8776016,10.9776001,https://www.pampanorama.it/punti-vendita/quarrata,"Via Statale, 173, 51039 Sant'Antonio PT, Italy",173,Via Statale,Sant'Antonio,Quarrata,Provincia di Pistoia,Toscana,Italy,IT,51039,43.8776957,10.9777913
Pistoia,"Via Bure Vecchia Nord, 95, 51100 Pistoia , PT","0573-966900, ",43.9303017,10.9078999,https://www.pampanorama.it/punti-vendita/panorama-pistoia,"Via Sergio Sacconi, 18, 51100 Pistoia PT, Italy",18,Via Sergio Sacconi,Pistoia,Pistoia,Provincia di Pistoia,Toscana,Italy,IT,51100,43.9302757,10.9079095
Montale,"Via Buozzi, 9, 51037 Montale , PT","0573558557, ",43.938587,11.025958,https://www.pampanorama.it/punti-vendita/pam-montale,"Via Bruno Buozzi, 7, 51037 Montale PT, Italy",7,Via Bruno Buozzi,Montale,Montale,Provincia di Pistoia,Toscana,Italy,IT,51037,43.93855070000001,11.0257523
Sottomarina,"Via Marco Polo, 70, 30019 Chioggia , VE","041/5544177, ",45.2043991,12.2938995,https://www.pampanorama.it/punti-vendita/sottomarina,"Via M. Polo, 68/A, 30015 Chioggia VE, Italy",68/A,Via M. Polo,Chioggia,Chioggia,Città Metropolitana di Venezia,Veneto,Italy,IT,30015,45.2043584,12.2938425
Chioggia,"Corso del Popolo, 1207, 30015 Chioggia , VE","041400400, ",45.217864,12.278068,https://www.pampanorama.it/punti-vendita/pam-chioggia,"Corso del Popolo, 939, 30015 Chioggia VE, Italy",939,Corso del Popolo,Chioggia,Chioggia,Città Metropolitana di Venezia,Veneto,Italy,IT,30015,45.2177335,12.2781717
Signorelli,"Via Signorelli, 23, 05018 Orvieto , TR","0763.450570, ",42.71777,12.110568,https://www.pampanorama.it/punti-vendita/orvieto-signorelli,"Piazza Ippolito Scalza, 11, 05018 Orvieto TR, Italy",11,Piazza Ippolito Scalza,Orvieto,Orvieto,Provincia di Terni,Umbria,Italy,IT,05018,42.71774389999999,12.110405
Orvieto,"Corso Cavour, 100, 05018 Orvieto , TR","0763 343749, ",42.71869,12.11326,https://www.pampanorama.it/punti-vendita/orvieto,"Corso Cavour, 130, 05018 Orvieto TR, Italy",130,Corso Cavour,Orvieto,Orvieto,Provincia di Terni,Umbria,Italy,IT,05018,42.7186867,12.1132843
Siena Banchi di Sotto,"Via Banchi di Sotto, 45, 53100 Siena , SI","0577052127, ",43.31923,11.33238,https://www.pampanorama.it/punti-vendita/siena-banchi-sotto,"Banchi di Sotto, 43, 53100 Siena SI, Italy",43,Banchi di Sotto,Siena,Siena,Provincia di Siena,Toscana,Italy,IT,53100,43.3192265,11.332341
Siena Camollia,"Via Camollia 76, 53100 Siena , SI",", ",43.32514,11.32749,https://www.pampanorama.it/punti-vendita/local-siena-camollia,"Via Camollia, 85, 53100 Siena SI, Italy",85,Via Camollia,Siena,Siena,Provincia di Siena,Toscana,Italy,IT,53100,43.32513,11.3274147
Siena,"P.zza Rosselli, 21 int. 1, 53100 Siena , SI","0577/287526, ",43.3306007,11.3241997,https://www.pampanorama.it/punti-vendita/siena,"Piazzale Rosselli, 26, 53100 Siena SI, Italy",26,Piazzale Rosselli,Siena,Siena,Provincia di Siena,Toscana,Italy,IT,53100,43.33071289999999,11.324205
Verona Valverde,"via della Valverde 46, Verona ,",", ",45.434873,10.986125,https://www.pampanorama.it/punti-vendita/verona-valverde,"Via della Valverde, 69, 37122 Verona VR, Italy",69,Via della Valverde,Verona,Verona,Provincia di Verona,Veneto,Italy,IT,37122,45.4347504,10.9861253
Verona IV Novembre,"Via IV novembre, 6/A, 37126 Verona , VR","045/8343485, ",45.4458008,10.9891005,https://www.pampanorama.it/punti-vendita/verona-iv-novembre,"Via Giuseppe Cesare Abba, 12/A, 37126 Verona VR, Italy",12/A,Via Giuseppe Cesare Abba,Verona,Verona,Provincia di Verona,Veneto,Italy,IT,37126,45.4459029,10.9891338
Verona Bra,"Via dei Mutilati, 3, 37122 Verona , VR","045/8032822, ",45.4379997,10.9905005,https://www.pampanorama.it/punti-vendita/verona-bra,"Via dei Mutilati, 3, 37122 Verona VR, Italy",3,Via dei Mutilati,Verona,Verona,Provincia di Verona,Veneto,Italy,IT,37122,45.4379996,10.9904544
Verona Anfiteatro,"via Anfiteatro 9/A, Verona , VR",", ",45.44026,10.99658,https://www.pampanorama.it/punti-vendita/verona-anfiteatro,"Piazza Nogara, 3, 37121 Verona VR, Italy",3,Piazza Nogara,Verona,Verona,Provincia di Verona,Veneto,Italy,IT,37121,45.4402178,10.9965887
