Store Name,Address,Contact,Latitude,Longitude,Store URL,formatted_address,street_number,route,locality,admin_area_3,admin_area_2,admin_area_1,country,country_code,postal_code,latitude,longitude,Shop ID
Milano Tartini,"via Tartini 3, Milano, Milano , MI","02 39314929, ",45.503734,9.176437,https://www.pampanorama.it/punti-vendita/milano-tartini,"Via Giuseppe Tartini, 13C, 20158 Milano MI, Italy",13C,Via Giuseppe Tartini,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20158.0,45.50366200000001,9.1764368,67e2d432c1670104499c165f
Milano Padova,"Via Padova, 111, 20131 Milano , MI","02/2827892, ",45.4967995,9.2306805,https://www.pampanorama.it/punti-vendita/milano-padova,"Via Padova, 111, 20127 Milano MI, Italy",111,Via Padova,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20127.0,45.4968626,9.2306681,67e2d432c1670104499c1664
Milano Teodosio,"Via Teodosio 52, 20131 Milano , MI",", ",45.48637,9.23011,https://www.pampanorama.it/punti-vendita/local-milano-teodosio,"Via Teodosio, 52, 20131 Milano MI, Italy",52,Via Teodosio,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20131.0,45.48638099999999,9.2301616,67e2d432c1670104499c1669
Milano Bazzini,"Via Bazzini, 33, 20131 Milano , MI","02/2363551, ",45.4835014,9.2249899,https://www.pampanorama.it/punti-vendita/milano-bazzini,"Via Vallazze, 72-78, 20131 Milano MI, Italy",72-78,Via Vallazze,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20131.0,45.4835214,9.2249265,67e2d432c1670104499c166e
Milano Costa,"Via Padova, 22, 20127 Milano , MI","02/2827786, ",45.4878998,9.2191095,https://www.pampanorama.it/punti-vendita/milano-costa,"Via Padova, 18, 20127 Milano MI, Italy",18,Via Padova,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20127.0,45.4877975,9.2190745,67e2d432c1670104499c1673
Milano Monza,"Viale Monza 43/A, 20127 Milano , MI","02/32329715, ",45.49051,9.21776,https://www.pampanorama.it/punti-vendita/milano-monza,"Viale Monza, 43, 20127 Milano MI, Italy",43,Viale Monza,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20127.0,45.4905268,9.2177616,67e2d432c1670104499c1678
Milano Piccinni,"Via Piccinni, 2, 20131 Milano , MI","02/29512715, ",45.4832993,9.2138901,https://www.pampanorama.it/punti-vendita/milano-piccinni,"Via Nicola Piccinni, 1, 20124 Milano MI, Italy",1,Via Nicola Piccinni,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20124.0,45.4832019,9.2138039,67e2d432c1670104499c167d
Milano Settembrini,"Via Settembrini, 46, 20124 Milano , MI","02/45388676, ",45.4844017,9.2072697,https://www.pampanorama.it/punti-vendita/milano-settembrini,"Via Mauro Macchi, 42, 20124 Milano MI, Italy",42,Via Mauro Macchi,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20124.0,45.4844693,9.2071758,67e2d432c1670104499c1682
Milano Filzi,"Via Fabio Filzi, 12, 20124 Milano , MI","02/91976219, ",45.4832358,9.1976757,https://www.pampanorama.it/punti-vendita/milano-filzi,"Via Adda, 10, 20124 Milano MI, Italy",10,Via Adda,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20124.0,45.483304,9.197676,67e2d432c1670104499c1687
Milano Stelvio,"Viale Stelvio, 3, 20159 Milano , MI","0236552023, ",45.492627,9.191948,https://www.pampanorama.it/punti-vendita/milano-stelvio,"Viale Stelvio, 1, 20159 Milano MI, Italy",1,Viale Stelvio,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20159.0,45.4926493,9.1919955,67e2d433c1670104499c168c
Milano Mac Mahon,"Via Mac Mahon 8 - Ang. Via Cucchiari, 20155 Milano , MI",", ",45.4886017,9.1649399,https://www.pampanorama.it/punti-vendita/milano-mahon,"Via Domenico Cucchiari, 7, 20155 Milano MI, Italy",7,Via Domenico Cucchiari,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20155.0,45.4885361,9.1647652,67e2d433c1670104499c1691
Milano Varesina,"Via Varesina, 92, 20156 Milano , MI","0222179514, ",45.498914,9.144027,https://www.pampanorama.it/punti-vendita/pam-milano-varesina,"Via Varesina, 92, 20156 Milano MI, Italy",92,Via Varesina,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20156.0,45.4989625,9.1440772,67e2d433c1670104499c1696
Milano Inganni,"Via Inganni, 87, 20147 Milano , MI","02/48302966, ",45.4553986,9.1232204,https://www.pampanorama.it/punti-vendita/milano-inganni,"Via Angelo Inganni, 83, 20147 Milano MI, Italy",83,Via Angelo Inganni,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20147.0,45.4551841,9.123238,67e2d433c1670104499c169b
Milano Forze Armate,"Via Forze Armate, 44, 20147 Milano , MI","02/40090184, ",45.4631996,9.1325998,https://www.pampanorama.it/punti-vendita/milano-forze-armate,"Via delle Forze Armate, 44, 20147 Milano MI, Italy",44,Via delle Forze Armate,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20147.0,45.46316059999999,9.1325792,67e2d433c1670104499c16a0
Milano De Angeli,"Piazza De Angeli, 3, 20146 Milano , MI",", ",45.46653,9.14941,https://www.pampanorama.it/punti-vendita/milano-de-angeli,"P.za de Angeli Ernesto, 1, 20146 Milano MI, Italy",1,Piazza de Angeli Ernesto,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20146.0,45.4664148,9.1495819,67e2d433c1670104499c16a5
Milano Tolstoi,"Via Tolstoi, 61, 20146 Milano , MI","02/48952997, ",45.4542007,9.1491404,https://www.pampanorama.it/punti-vendita/milano-tolstoi,"Lorenteggio - Tolstoi, 20146 Milano MI, Italy",,,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20146.0,45.45399,9.1492,67e2d433c1670104499c16aa
Milano Giambellino,"Via Giambellino, 7, 20144 Milano , MI","02/83419447, ",45.4516983,9.1525402,https://www.pampanorama.it/punti-vendita/pam-giambellino,"Via Giambellino, 7, 20144 Milano MI, Italy",7,Via Giambellino,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20144.0,45.4517,9.15254,67e2d433c1670104499c16af
Milano Foppa,"Via Foppa, 33, 20144 Milano , MI","02/48952220, ",45.4570007,9.1587095,https://www.pampanorama.it/punti-vendita/milano-foppa,"Via Vincenzo Foppa, 33, 20144 Milano MI, Italy",33,Via Vincenzo Foppa,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20144.0,45.45700220000001,9.158752,67e2d433c1670104499c16b4
Milano Olona,"V.le Olona, 1/3, 20123 Milano , MI","02/58104009, ",45.4612999,9.1729498,https://www.pampanorama.it/punti-vendita/milano-olona,"Via Olona, 1/3, 20123 Milano MI, Italy",1/3,Via Olona,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20123.0,45.46122510000001,9.1730103,67e2d433c1670104499c16b9
Milano De Amicis,"Via E. De Amicis, 59, 20123 Milano , MI","02/91975696, ",45.46141,9.17343,https://www.pampanorama.it/punti-vendita/de-amicis,"Via Edmondo de Amicis, 61, 20123 Milano MI, Italy",61,Via Edmondo de Amicis,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20123.0,45.46145,9.17336,67e2d433c1670104499c16be
Milano Gorizia,"Corso Colombo - angolo Viale Gorizia, 20144 Milano , MI",", ",45.45473,9.172147,https://www.pampanorama.it/punti-vendita/milano-gorizia,"Corso Cristoforo Colombo, 5, 20144 Milano MI, Italy",5,Corso Cristoforo Colombo,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20144.0,45.4547314,9.1721328,67e2d433c1670104499c16c3
Milano Vigna,", , MI",", ",45.464105,9.179349,https://www.pampanorama.it/punti-vendita/milano-vigna,"Via Bernardino Luini, 11, 20123 Milano MI, Italy",11,Via Bernardino Luini,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20123.0,45.4641519,9.1793745,67e2d433c1670104499c16c8
Milano Correnti,"Via Correnti, 6, Milano , MI",", ",45.45996540182299,9.180377402477005,https://www.pampanorama.it/punti-vendita/milano-correnti,"Via Cesare Correnti, 6, 20123 Milano MI, Italy",6,Via Cesare Correnti,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20123.0,45.4599964,9.1803924,67e2d433c1670104499c16cd
Milano Medici,"via Medici 10 ⁰⁵, ang. via Circo, Milano , MI","0280500025, ",45.461363,9.180836,https://www.pampanorama.it/punti-vendita/pam-local-via-medici,"Via Medici, 13, 20123 Milano MI, Italy",13,Via Medici,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20123.0,45.4613192,9.1809018,67e2d433c1670104499c16d2
Milano Porta Ticinese,"Corso di Porta Ticinese, 62, 20123 Milano , MI","0236705359, ",45.45543,9.18052,https://www.pampanorama.it/punti-vendita/milano-cso-porta-ticinese,"Corso di Porta Ticinese, 62, 20123 Milano MI, Italy",62,Corso di Porta Ticinese,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20123.0,45.4554591,9.180330200000002,67e2d433c1670104499c16d7
Milano Col di Lana,"Viale Col di Lana, 7, 20136 Milano , MI",", ",45.45214,9.18358,https://www.pampanorama.it/punti-vendita/milano-col-di-lana,"V.le Col di Lana, 7, 20136 Milano MI, Italy",7,Viale Col di Lana,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20136.0,45.4521672,9.1835331,67e2d433c1670104499c16dc
Milano Beltrade,"Piazza Beltrade, 1, 20123 Milano , MI","02/45402570, ",45.46276,9.18648,https://www.pampanorama.it/punti-vendita/milano-beltrade,"Via Torino, 22, 20123 Milano MI, Italy",22,Via Torino,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20123.0,45.4627452,9.1864345,67e2d434c1670104499c16e1
Milano Corso Porta Romana,"Corso di Porta Romana 51, 20122 Milano , MI",", ",45.45708,9.19438,https://www.pampanorama.it/punti-vendita/local-milano-corso-porta-romana,"Corso di Porta Romana, 51, 20122 Milano MI, Italy",51,Corso di Porta Romana,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20122.0,45.4571236,9.1943665,67e2d434c1670104499c16e6
Milano Porta Vigentina,"Corso di Porta Vigentina, 33, 20122 Milano , MI",", ",45.452807,9.196461,https://www.pampanorama.it/punti-vendita/milano-porta-vigentina,"Via Carlo Crivelli, 39, 20122 Milano MI, Italy",39,Via Carlo Crivelli,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20122.0,45.4528828,9.1964271,67e2d434c1670104499c16eb
Milano Freguglia,"Via Freguglia, 2, 20122 Milano , MI","02/36728867, ",45.46161,9.20024,https://www.pampanorama.it/punti-vendita/milano-freguglia,"Via Carlo Freguglia, 2, 20122 Milano MI, Italy",2,Via Carlo Freguglia,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20122.0,45.46163840000001,9.200216100000002,67e2d434c1670104499c16f0
Milano Corso di Porta Vittoria,"Corso di Porta Vittoria, 56, 20122 Milano , MI","02/45375795, ",45.462101,9.2059803,https://www.pampanorama.it/punti-vendita/milano-vittoria,"Viale Regina Margherita, 43, 20122 Milano MI, Italy",43,Viale Regina Margherita,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20122.0,45.4621005,9.2060024,67e2d434c1670104499c16f5
Milano XXII Marzo,"Corso XXII Marzo, 5, 20129 Milano , MI","02 36525238, ",45.46239,9.20819,https://www.pampanorama.it/punti-vendita/milano-xxii-marzo,"Corso Ventidue Marzo, 5, 20129 Milano MI, Italy",5,Corso Ventidue Marzo,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20129.0,45.4624284,9.2082153,67e2d434c1670104499c16fa
Milano VIII Novembre,"Piazza VIII Novembre, 6, 20129 Milano , MI","02/36697514, ",45.4743004,9.2107401,https://www.pampanorama.it/punti-vendita/milano-otto-novembre,"Piazza Otto Novembre, 8, 20129 Milano MI, Italy",8,Piazza Otto Novembre,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20129.0,45.4743,9.2107359,67e2d434c1670104499c16ff
Milano Archimede,"Via Archimede, 8, 20129 Milano , MI","02/55196003, ",45.4645996,9.2093697,https://www.pampanorama.it/punti-vendita/milano-archimede,"Via Archimede, 21, 20129 Milano MI, Italy",21,Via Archimede,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20129.0,45.4646086,9.2093376,67e2d434c1670104499c1704
Milano Morosini,"Via Morosini 7, 20135 Milano , MI","02 3651 8933, ",45.4612007,9.2114401,https://www.pampanorama.it/punti-vendita/morosini,"Via Emilio Morosini, 7, 20135 Milano MI, Italy",7,Via Emilio Morosini,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20135.0,45.4611998,9.2115455,67e2d434c1670104499c1709
Milano Indipendenza,"Corso Indipendenza 24, 20129 Milano , MI","02/32329731, ",45.4674988,9.2160502,https://www.pampanorama.it/punti-vendita/milano-indipendenza,"Piazzale Dateo, 2, 20129 Milano MI, Italy",2,Piazzale Dateo,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20129.0,45.4675001,9.2158976,67e2d434c1670104499c170e
Milano Strigelli,"Via Strigelli, 8, 20135 Milano , MI","02/59900511, ",45.4560013,9.2180405,https://www.pampanorama.it/punti-vendita/milano-strigelli,"Via Gaetano Strigelli, 9, 20135 Milano MI, Italy",9,Via Gaetano Strigelli,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20135.0,45.4561082,9.2180722,67e2d434c1670104499c1713
Milano Aselli,"Via Aselli, 7, 20133 Milano , MI",", ",45.46953,9.22989,https://www.pampanorama.it/punti-vendita/milano-aselli,"Via Gaspare Aselli, 7, 20133 Milano MI, Italy",7,Via Gaspare Aselli,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20133.0,45.4695376,9.229871400000002,67e2d434c1670104499c1718
Rozzano,"V.le Liguria, 15, 20089 Milano , MI","02/8254229, ",45.3811989,9.1576996,https://www.pampanorama.it/punti-vendita/rozzano,"Via delle Zinnie, 6, 20089 Rozzano MI, Italy",6,Via delle Zinnie,Rozzano,Rozzano,Città metropolitana di Milano,Lombardia,Italy,IT,20089.0,45.3812136,9.1579958,67e2d434c1670104499c171d
Milano Medeghino,"Via Medeghino, 11, 20141 Milano , MI","02/84894640, ",45.4319992,9.1822395,https://www.pampanorama.it/punti-vendita/milano-medeghino,"Via Medeghino, 11, 20141 Milano MI, Italy",11,Via Medeghino,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20141.0,45.4319399,9.1822213,67e2d434c1670104499c1722
Milano Tibaldi,"Via Tibaldi, 35, 20136 Milano , MI","02/89407883, ",45.4441986,9.1820698,https://www.pampanorama.it/punti-vendita/milano-tibaldi,"SPexSS11, 35, 20136 Milano MI, Italy",35,Strada Provinciale ex Strada Statale 11,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20136.0,45.4442381,9.1819734,67e2d434c1670104499c1727
Milano Sabotino,"V.le Sabotino, 6, 20135 Milano , MI","02/58320536, ",45.450901,9.1990604,https://www.pampanorama.it/punti-vendita/milano-sabotino,"V.le Sabotino, 10, 20135 Milano MI, Italy",10,Viale Sabotino,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20135.0,45.45084620000001,9.1990791,67e2d434c1670104499c172c
Milano Lodi,"Corso Lodi, 9, 20135 Milano , MI",", ",45.451,9.20462,https://www.pampanorama.it/punti-vendita/milano-corso-lodi,"C.so Lodi, 9, 20135 Milano MI, Italy",9,Corso Lodi,Milano,Milano,Città metropolitana di Milano,Lombardia,Italy,IT,20135.0,45.45100050000001,9.204602,67e2d435c1670104499c1731
Albenga Mazzini,"Via Mazzini, 17031 Albenga , SV","0182 190 7945, ",44.049571,8.216331,https://www.pampanorama.it/punti-vendita/albenga-mazzini,"Via Edmondo de Amicis, 22, 17031 Albenga SV, Italy",22,Via Edmondo de Amicis,Albenga,Albenga,Provincia di Savona,Liguria,Italy,IT,17031.0,44.0495852,8.2162059,67e2d435c1670104499c1736
Albenga Martiri della Libertà,"Viale Martiri della Libertà, 37/39, 17031 Albenga , SV","0182019025, ",44.04748,8.21883,https://www.pampanorama.it/punti-vendita/albenga-martiri-liberta,"Viale Martiri della Libertà, 35, 17031 Albenga SV, Italy",35,Viale Martiri della Libertà,Albenga,Albenga,Provincia di Savona,Liguria,Italy,IT,17031.0,44.0474857,8.218876,67e2d435c1670104499c173b
Villanova d'Albenga,"Via Albenga, 18, 17038 Villanova d'Albenga , SV","0182 583959, ",44.04638,8.14278,https://www.pampanorama.it/punti-vendita/villanova,"Via Barbacana, 61, 17038 Villanova d'Albenga SV, Italy",61,Via Barbacana,Villanova d'Albenga,Villanova d'Albenga,Provincia di Savona,Liguria,Italy,IT,17038.0,44.046353,8.142809999999999,67e2d435c1670104499c1740
Albisola,"Corso Filippo Ferrari, 99, 17011 Savona , SV","019.8892088, ",44.33069,8.51232,https://www.pampanorama.it/punti-vendita/pam-savona-albisola,"Via dei Seirullo, 27, 17011 Albisola Superiore SV, Italy",27,Via dei Seirullo,Albisola Superiore,Albisola Superiore,Provincia di Savona,Liguria,Italy,IT,17011.0,44.3307492,8.5122512,67e2d435c1670104499c1745
Finalborgo,"Via per Calice, 14 Finalborgo, 17024 Finale Ligure , SV","0192046382, ",44.17578,8.32411,https://www.pampanorama.it/punti-vendita/finalborgo,"Via per Calice, 14, 17024 Finale Ligure SV, Italy",14,Via per Calice,Finale Ligure,Finale Ligure,Provincia di Savona,Liguria,Italy,IT,17024.0,44.1758013,8.3241589,67e2d435c1670104499c174a
Finale,"Via Torino, 10, 17024 Finale , SV","019 680417, ",44.16961,8.34283,https://www.pampanorama.it/punti-vendita/finale,"Via Torino, 12, 17024 Finale Ligure SV, Italy",12,Via Torino,Finale Ligure,Finale Ligure,Provincia di Savona,Liguria,Italy,IT,17024.0,44.1696131,8.3428439,67e2d435c1670104499c174f
Loano,"Via all'Orto, 6, 17025 Loano , SV","019 8895346, ",44.12617,8.25829,https://www.pampanorama.it/punti-vendita/pam-loano,"Via All'orto, 6, 17025 Loano SV, Italy",6,Via All'orto,Loano,Loano,Provincia di Savona,Liguria,Italy,IT,17025.0,44.1261549,8.2583827,67e2d435c1670104499c1754
Toirano,"Via Mainero, 8, 17055 Toirano , SV","0182 98372, ",44.124741,8.210707,https://www.pampanorama.it/punti-vendita/toirano,"Via Pietro Mainero, 28, 17055 Toirano SV, Italy",28,Via Pietro Mainero,Toirano,Toirano,Provincia di Savona,Liguria,Italy,IT,17055.0,44.1247428,8.2107159,67e2d435c1670104499c1759
Borghetto Santo Spirito,"Via Ponti, 53/R, 17052 Borghetto Santo Spirito , SV","0182973362, ",44.115801,8.246224,https://www.pampanorama.it/punti-vendita/pam-borghetto-santo-spirito,"Via Ponti, 39, 17052 Borghetto Santo Spirito SV, Italy",39,Via Ponti,Borghetto Santo Spirito,Borghetto Santo Spirito,Provincia di Savona,Liguria,Italy,IT,17052.0,44.115757,8.24624,67e2d435c1670104499c175e
Ispra Fermi,"Via Enrico Fermi, 857, 21027 Ispra , VA","0332780092, ",45.800374,8.627888,https://www.pampanorama.it/punti-vendita/ispra-fermi,"Via Enrico Fermi, 933, 21020 Ispra VA, Italy",933,Via Enrico Fermi,,Ispra,Provincia di Varese,Lombardia,Italy,IT,21020.0,45.8004032,8.6279316,
Vado,"Via Diaz, 23, 17047 Vado Ligure , SV","019 882274, ",44.2701,8.43751,https://www.pampanorama.it/punti-vendita/vado,"Via Vittorio Emanuele II, 10, 17047 Vado Ligure SV, Italy",10,Via Vittorio Emanuele II,Vado Ligure,Vado Ligure,Provincia di Savona,Liguria,Italy,IT,17047.0,44.2701107,8.4375322,67e2d435c1670104499c1763
Bergamo Largo Porta Nuova,"Via Largo Porta Nuova, 9, 24122 Bergamo , BG",", ",45.69371,9.67015,https://www.pampanorama.it/punti-vendita/pam-largo-porta-nuova,"Largo Porta Nuova, 9, 24122 Bergamo BG, Italy",9,Largo Porta Nuova,Bergamo,Bergamo,Provincia di Bergamo,Lombardia,Italy,IT,24122.0,45.6937171,9.6701741,67e2d435c1670104499c1768
Bergamo,"Via Camozzi, 115, 24121 Bergamo , BG","0351/9909238, ",45.698101,9.6768904,https://www.pampanorama.it/punti-vendita/bergamo-metro,"Via G. Camozzi, 119, 24121 Bergamo BG, Italy",119,Via G. Camozzi,Bergamo,Bergamo,Provincia di Bergamo,Lombardia,Italy,IT,24121.0,45.69814280000001,9.6769709,67e2d435c1670104499c176d
Bergamo Borgo Palazzo,"via Borgo Palazzo 35, 24125 Bergamo , BG","035/19909288, ",45.6973991,9.6810303,https://www.pampanorama.it/punti-vendita/borgo-palazzo,"Via Borgo Palazzo, 35, 24125 Bergamo BG, Italy",35,Via Borgo Palazzo,Bergamo,Bergamo,Provincia di Bergamo,Lombardia,Italy,IT,24125.0,45.6973414,9.68107,67e2d435c1670104499c1772
Albano Laziale,"Corso Matteotti, 66, 00041 Albano Laziale , RM","0693269567, ",41.72763,12.65984,https://www.pampanorama.it/punti-vendita/albano-laziale,"Corso Giacomo Matteotti, 191, 00041 Albano Laziale RM, Italy",191,Corso Giacomo Matteotti,Albano Laziale,Albano Laziale,Città metropolitana di Roma Capitale,Lazio,Italy,IT,41.0,41.7276457,12.6598809,67e2d435c1670104499c1777
Albano Risorgimento,"Piazza Risorgimento, 9, 00041 Albano Laziale , RM","069321476, ",41.72528,12.66357,https://www.pampanorama.it/punti-vendita/albano-risorgimento,"Via Risorgimento, 4, 00041 Albano Laziale RM, Italy",4,Via Risorgimento,Albano Laziale,Albano Laziale,Città metropolitana di Roma Capitale,Lazio,Italy,IT,41.0,41.7252661,12.6635752,67e2d435c1670104499c177c
Ariccia,"Via Nettunense, 25, 00072 Ariccia - Pavona , RM","06/930182200, ",41.7168999,12.6240997,https://www.pampanorama.it/punti-vendita/panorama-ariccia,"Via Nettunense, 25-27, 00040 Ariccia RM, Italy",25-27,Via Nettunense,Ariccia,Albano Laziale,Città metropolitana di Roma Capitale,Lazio,Italy,IT,40.0,41.7169391,12.6242603,67e2d435c1670104499c1781
Formello,"V.le Africa, 134 - Loc. Le Rughe, 00060 Formello , RM","06/9087280, ",42.0684013,12.3779001,https://www.pampanorama.it/punti-vendita/formello,"Viale delle Rughe, 154, 00060 Le Rughe RM, Italy",154,Viale delle Rughe,Le Rughe,Formello,Città metropolitana di Roma Capitale,Lazio,Italy,IT,60.0,42.06833779999999,12.3778503,67e2d436c1670104499c1786
Nettuno,"Via Ugo La Malfa, 48, 00048 Nettuno , RM","06/9807386, ",41.4632988,12.6669998,https://www.pampanorama.it/punti-vendita/roma-nettuno,"Via Ugo la Malfa, 7, 00048 Nettuno RM, Italy",7,Via Ugo la Malfa,Nettuno,Nettuno,Città metropolitana di Roma Capitale,Lazio,Italy,IT,48.0,41.46338,12.6676675,67e2d436c1670104499c178b
Marino,"Via Costa Batocchi, 24, 00047 Marino , RM","069367482, ",41.77041,12.65582,https://www.pampanorama.it/punti-vendita/marino-batocchi,"Via Costa Batocchi, 5, 00047 Marino RM, Italy",5,Via Costa Batocchi,Marino,Marino,Città metropolitana di Roma Capitale,Lazio,Italy,IT,47.0,41.7704383,12.6558194,67e2d436c1670104499c1790
Roma Meldola,"Via Meldola 57/63, 00143 Roma , RM","0689371426, ",41.823626,12.505654,https://www.pampanorama.it/punti-vendita/pam-roma-meldola,"Via Andrea Meldola, 55, 00143 Roma RM, Italy",55,Via Andrea Meldola,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,143.0,41.8236606,12.5056598,67e2d436c1670104499c1795
Granai,"Via M. Rigamonti, 100, 00142 Roma , RM","06/5159011, ",41.8370018,12.5037003,https://www.pampanorama.it/punti-vendita/roma-granai,"Via Mario Rigamonti, 100, 00142 Roma RM, Italy",100,Via Mario Rigamonti,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,142.0,41.8369267,12.5036337,67e2d436c1670104499c179a
Roma Biondi,"Via Gian Francesco Biondi, 15, 00143 Roma , RM","065012545, ",41.8171997,12.4896002,https://www.pampanorama.it/punti-vendita/roma-biondi,"Piazza Lodovico Cerva, 7, 00143 Roma RM, Italy",7,Piazza Lodovico Cerva,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,143.0,41.8170698,12.4894973,67e2d436c1670104499c179f
Roma Simone Martini,"Via Simone Martini 19, 00142 Roma , RM","06 51963498, ",41.8302002,12.4883003,https://www.pampanorama.it/punti-vendita/roma-simonemartini,"Via Simone Martini, 7, 00142 Roma RM, Italy",7,Via Simone Martini,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,142.0,41.8301648,12.4883981,67e2d436c1670104499c17a4
Roma Laurentino,"Via Laurentina, 865, 00143 Roma , RM","06/93379290, ",41.83922,12.48074,https://www.pampanorama.it/punti-vendita/roma-laurentino,"Via Laurentina, 132, 00142 Roma RM, Italy",132,Via Laurentina,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,142.0,41.8394033,12.4805569,67e2d436c1670104499c17a9
Roma Montagne Rocciose,"Via Montagne Rocciose, 95, 00144 Roma , RM","06/89371448, ",41.82488,12.47541,https://www.pampanorama.it/punti-vendita/roma-montagne-rocciose,"Via delle Montagne Rocciose, 95, 00144 Roma RM, Italy",95,Via delle Montagne Rocciose,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,144.0,41.8248785,12.4754845,67e2d436c1670104499c17ae
ROMA Cesare Pavese,"Via Cesare Pavese, 397, Roma , RM",", ",,,https://www.pampanorama.it/punti-vendita/roma-cesare-pavese,"Viale Cesare Pavese, 397, 00144 Roma RM, Italy",397,Viale Cesare Pavese,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,144.0,41.8171776,12.4684651,67e2d436c1670104499c17b3
Roma Torrino,"Via A. di Decima - ang. Via C. Troiani, 00144 Roma , RM","06/52205596, ",41.8129997,12.4518004,https://www.pampanorama.it/punti-vendita/roma-torrino,"NUOVO NEGOZIO: Via di Decima 216/218 VIVAIO:, Via Caterina Troiani, 6, 00144 Roma RM, Italy",6,Via Caterina Troiani,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,144.0,41.8129483,12.4519282,67e2d436c1670104499c17b8
Roma Fiume Bianco,"Via Fiume Bianco, 42, 00144 Roma , RM","06 44245302, ",41.814963,12.440235,https://www.pampanorama.it/punti-vendita/roma-fiume-bianco,"Via Fiume Bianco, 42, 00144 Roma RM, Italy",42,Via Fiume Bianco,Roma,Roma,Città metropolitana di Roma Capitale,Lazio,Italy,IT,144.0,41.814826,12.440294,67e2d436c1670104499c17bd
Civitavecchia,"Piazza Vittorio Emanuele 11/13, 00053 Civitavecchia , RM",", ",42.0920982,11.7908001,https://www.pampanorama.it/punti-vendita/civitavecchia,"Calata Principe Tommaso, 18, 00053 Civitavecchia RM, Italy",18,Calata Principe Tommaso,Civitavecchia,Civitavecchia,Città metropolitana di Roma Capitale,Lazio,Italy,IT,53.0,42.0920627,11.7909527,67e2d436c1670104499c17c2
Civitavecchia Nenni,"Via Nenni 32, 00053 Civitavecchia , RM","0766546226, ",42.095092,11.816212,https://www.pampanorama.it/punti-vendita/pam-civitavecchia-nenni,"Via Pietro Nenni, 49, 00053 Civitavecchia RM, Italy",49,Via Pietro Nenni,Civitavecchia,Civitavecchia,Città metropolitana di Roma Capitale,Lazio,Italy,IT,53.0,42.0949009,11.8163281,67e2d436c1670104499c17c7
